CaseID,SCQ_1,SCQ_2,SCQ_3,SCQ_4,SCQ_5,SCQ_6,SCQ_7,SCQ_8,SCQ_9,SCQ_10,WIS_1,WIS_2,WIS_3,WIS_4,WIS_5,WIS_6,WIS_7,WIS_8,WIS_9,WIS_10,WIS_11,WIS_12,FIT_1,FIT_2,FIT_3,FIT_4,FIT_5,FIT_6,FIT_7,FIT_8,FIT_9,FIT_10,FIT_11,FIT_12,FIT_13,FIT_14,FIT_15,FIT_16,FIT_17
322,3,2,5,3,5,5,5,6,6,5,2,2,2,2,2,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,2,2,1,1,2,2,2,2,3
323,5,7,4,6,7,3,5,5,6,4,2,2,2,1,2,1,1,1,2,1,2,1,2,5,7,3,2,4,3,3,3,2,3,3,2,2,2,2,7
324,7,7,5,6,6,4,6,5,3,4,2,1,1,2,2,1,1,2,2,1,1,1,2,6,7,4,4,3,4,6,6,4,5,5,5,4,3,3,5
325,5,5,3,3,3,5,5,5,5,3,2,2,1,1,2,1,1,1,1,1,1,1,1,1,6,3,3,1,2,2,2,2,2,2,1,1,1,1,6
326,5,7,5,6,5,6,6,5,4,3,2,2,1,2,4,4,2,2,1,1,2,1,2,2,2,3,5,2,2,4,2,2,2,2,2,3,2,3,6
327,2,3,4,3,3,4,5,2,4,2,2,2,1,1,1,2,1,1,1,1,1,1,2,3,5,3,2,3,3,3,2,2,2,2,2,2,2,2,3
328,6,7,5,7,6,6,6,6,7,6,2,2,1,2,2,1,1,1,2,1,1,1,1,2,4,3,3,3,1,2,2,2,2,2,2,2,2,2,2
329,5,4,3,2,5,3,3,4,5,3,2,2,1,1,2,1,1,1,1,1,1,1,1,3,4,3,2,1,2,2,2,2,2,2,1,2,2,2,4
330,3,3,2,6,6,6,6,3,4,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,1,1,2,2,1,2,2,2,3,2,2,2,4
331,1,5,4,5,6,4,5,3,5,5,3,3,1,1,1,1,1,1,2,1,1,1,4,3,7,4,6,4,6,6,6,4,6,4,6,6,5,4,6
332,2,2,7,7,6,3,6,6,6,1,5,4,2,2,1,5,1,1,5,1,1,1,3,5,7,6,2,6,6,3,3,3,6,6,6,6,4,3,3
333,3,3,4,4,4,1,4,4,4,4,4,1,1,2,1,1,1,1,1,1,1,2,2,5,7,4,5,5,5,4,3,3,5,3,7,3,2,3,2
334,7,6,5,6,6,4,5,5,4,4,2,2,1,2,3,1,2,2,2,1,2,2,2,2,2,4,3,2,2,4,3,2,2,2,4,3,2,2,5
335,6,7,3,7,7,5,6,6,5,5,3,3,1,1,2,3,1,1,1,1,1,1,2,3,3,3,1,1,3,3,1,2,3,2,2,2,2,1,3
336,6,7,5,6,7,3,6,4,5,4,2,2,1,1,3,1,1,1,2,1,1,1,1,5,2,3,1,2,5,4,6,2,2,1,4,1,2,2,5
337,3,2,3,2,5,3,5,5,6,4,2,1,1,1,2,1,1,1,1,1,1,1,1,2,6,3,2,1,1,1,2,2,1,1,2,6,2,1,1
338,7,4,5,6,7,6,6,4,5,3,4,3,3,3,4,5,1,2,2,3,1,1,5,7,5,7,7,7,7,4,4,4,7,1,4,4,4,7,7
339,1,4,5,4,6,4,6,5,3,4,4,1,3,2,3,1,1,1,4,1,1,1,3,3,5,6,4,6,4,3,4,4,5,3,4,4,4,3,4
340,1,1,1,2,6,5,6,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,3,4,2,4,3,2,2,3,4,3
341,5,5,2,4,2,2,4,4,4,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,1,2,2,2,2,2,1,2
342,3,3,2,5,5,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,3,6,3,4,4,3,3,3,3,3,3,3,3,2,3,3
343,2,2,2,4,2,2,4,4,4,4,2,2,2,1,2,1,1,1,1,1,1,1,2,2,1,4,2,1,2,4,3,2,2,3,2,2,3,4,4
344,2,3,2,3,3,2,3,4,4,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,4,1,1,3,3,3,2,1,2,4,1,2,2,4
345,7,7,7,7,7,7,7,7,4,7,3,3,2,2,2,2,1,1,2,1,1,2,1,1,1,6,3,2,5,5,1,1,5,6,4,2,2,7,7
346,6,3,2,7,7,2,6,7,1,6,2,2,1,1,3,2,1,1,2,1,1,2,2,2,7,3,1,3,2,6,2,2,3,2,2,2,6,2,6
347,7,7,3,5,6,4,5,3,4,3,3,3,1,2,4,4,2,2,3,1,2,2,5,5,5,6,2,6,3,5,3,2,3,2,4,4,3,1,4
348,7,5,4,5,7,6,6,5,7,4,2,2,2,2,3,1,2,2,1,2,2,1,4,5,2,2,2,4,4,2,2,3,4,2,4,5,2,2,1
349,6,6,3,4,7,6,7,5,6,4,3,2,1,1,3,1,1,1,1,1,1,1,3,5,7,4,2,2,5,5,3,3,4,2,2,3,3,2,4
350,7,7,4,5,6,6,5,4,6,4,2,2,1,2,3,2,1,1,1,2,1,1,2,2,6,4,3,3,3,3,2,2,2,2,2,3,2,3,5
351,2,2,4,3,3,3,3,5,4,5,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,3,2,4,2,2,2,2,2,2,2,4,4
352,6,6,5,6,6,4,6,4,4,5,3,3,3,1,3,1,1,1,2,1,1,1,3,3,6,4,3,2,3,4,4,3,4,3,3,3,3,3,5
353,3,3,2,5,5,3,4,5,5,5,1,1,1,1,2,1,1,1,1,1,1,1,3,3,6,3,2,3,3,5,2,3,3,3,3,3,3,2,3
354,5,5,2,3,5,3,5,5,2,3,2,2,1,2,2,1,1,1,3,2,1,1,3,3,4,3,2,4,3,3,2,2,3,3,3,3,3,3,3
355,5,6,3,5,5,7,6,4,4,3,2,2,1,1,2,1,1,1,1,1,1,1,2,2,5,3,2,2,2,2,2,2,2,2,4,2,2,2,3
356,6,7,7,7,7,6,6,6,4,6,3,3,1,1,3,2,1,1,2,1,1,1,4,4,2,4,1,5,5,6,2,2,4,4,4,6,3,4,6
357,7,6,5,5,6,3,6,7,6,7,2,2,1,1,2,2,1,1,1,1,1,1,3,6,5,3,3,5,2,3,3,2,2,3,5,2,3,2,3
358,3,2,2,5,3,3,4,4,3,4,2,2,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,1,1,2,2,2,2,2,1,2,2,2,4
359,6,6,4,3,3,1,3,3,3,2,2,2,2,2,2,2,1,2,1,1,1,1,2,2,6,6,4,4,3,5,4,3,3,3,3,3,2,2,5
360,7,7,5,6,5,3,3,5,6,5,2,1,1,2,2,2,1,1,2,1,1,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,4
361,7,6,5,7,7,3,6,7,7,6,3,2,1,1,2,1,1,1,2,1,1,1,2,2,6,4,4,4,2,4,4,2,2,3,4,2,2,2,4
362,3,2,3,3,2,1,2,5,3,2,2,2,1,2,2,1,2,2,2,2,2,2,3,3,2,2,2,2,4,2,3,2,2,2,4,2,3,2,3
363,7,7,7,7,7,7,7,7,7,7,2,2,2,1,4,1,1,1,3,1,1,1,6,7,7,4,4,6,7,4,1,4,4,4,2,4,6,4,7
364,2,4,4,3,5,4,4,4,4,4,1,1,1,1,2,2,1,1,1,1,1,1,2,5,6,2,6,5,2,2,2,2,2,2,4,2,2,2,2
365,6,4,4,6,5,3,3,4,4,6,2,2,1,1,2,1,1,1,1,1,1,1,2,2,4,3,1,1,2,3,2,2,2,2,2,2,2,2,4
366,6,6,5,5,7,6,6,5,6,4,2,2,1,1,2,2,1,2,1,1,2,1,2,2,2,5,2,1,3,6,3,3,3,1,2,3,2,1,5
367,3,5,3,2,5,3,5,5,5,5,3,2,2,1,2,2,1,2,2,1,2,2,3,5,5,5,3,5,3,5,3,3,5,3,3,3,3,3,5
368,6,4,4,5,6,5,4,5,5,5,3,3,2,1,3,1,1,1,2,1,1,1,4,5,7,6,2,4,6,7,2,4,4,4,4,2,4,3,7
369,5,6,3,2,6,2,3,4,4,3,2,1,2,2,2,1,1,1,1,2,1,1,2,2,5,4,1,2,2,2,3,3,3,2,2,2,2,2,3
370,5,5,4,4,4,3,5,4,4,4,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,3,1,1,1,3,2,2,2,2,1,1,2,2,3
371,6,6,1,5,5,3,4,3,5,4,2,2,1,2,2,1,1,1,1,1,1,1,2,2,2,4,1,5,3,3,4,2,3,3,4,2,4,4,4
372,6,6,5,7,6,5,5,7,6,6,1,2,1,1,2,1,1,1,1,1,1,1,3,2,3,4,2,3,3,3,3,3,3,2,4,3,3,3,4
373,1,1,1,3,3,1,1,2,4,2,2,1,1,1,1,1,1,1,1,1,1,1,3,3,7,7,3,2,4,4,3,2,3,3,6,2,3,2,4
374,1,2,1,7,5,2,3,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,5,4,2,2,1,1,1,3,2,4
375,7,7,1,7,7,7,7,6,5,5,2,2,1,1,2,2,1,1,2,1,1,1,3,7,6,5,3,6,6,6,2,4,6,3,4,4,4,4,6
376,6,6,4,4,5,5,5,4,5,5,2,2,1,1,2,1,1,1,1,1,1,2,2,2,4,4,2,2,2,3,4,2,2,2,2,2,2,4,5
377,3,3,5,6,6,4,5,5,4,5,2,2,1,1,2,2,1,1,2,2,1,1,1,1,4,2,1,1,2,2,2,2,2,2,3,7,2,2,2
378,7,5,6,5,7,6,7,5,4,2,1,1,1,1,2,2,1,1,1,1,1,2,1,3,5,4,2,2,4,3,4,2,2,2,6,2,2,3,5
379,3,6,6,5,5,5,6,5,4,6,1,1,1,1,2,2,1,1,2,1,2,2,1,2,2,3,2,5,1,2,2,1,1,2,2,2,2,1,3
380,7,6,6,7,7,7,7,7,6,7,3,3,1,2,2,3,1,1,1,2,1,1,3,3,2,5,2,3,3,5,3,3,3,5,5,3,3,4,5
381,7,7,6,5,7,7,7,7,6,7,2,2,2,1,2,2,2,1,2,1,2,1,2,2,2,4,2,2,2,2,2,2,2,2,4,2,2,2,3
382,4,1,1,4,6,6,4,5,4,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,6,1,2,1,1,1,1,1,1,1,2,1,2,1,1
383,5,6,4,1,7,3,7,7,7,7,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,7,1,1,4
384,6,6,4,6,7,4,6,6,6,4,3,2,2,1,2,1,1,1,1,1,1,2,2,5,5,4,1,1,1,3,3,3,3,1,1,1,7,1,1
385,5,5,5,5,5,3,5,2,3,2,2,2,2,2,2,2,1,2,2,2,1,2,4,5,4,4,4,4,4,4,4,2,3,5,3,4,3,6,5
386,5,2,3,4,5,2,6,4,5,5,2,2,1,1,2,1,1,1,1,1,1,1,2,6,1,4,1,5,6,6,2,3,5,2,4,2,3,2,6
387,6,1,5,5,6,3,7,6,6,6,3,2,1,1,2,2,1,1,1,1,1,1,2,2,6,5,4,3,3,5,3,2,3,3,3,2,4,3,5
388,5,5,3,6,5,3,5,4,4,3,3,3,2,1,2,2,1,2,2,1,1,1,3,4,5,6,3,4,3,5,4,3,4,3,5,3,3,3,4
389,5,4,4,5,5,3,5,4,5,4,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,5,3,1,2,3,3,2,2,3,4,2,2,2,4
390,7,6,2,6,6,4,5,5,4,5,3,3,3,3,2,1,1,3,3,2,2,1,3,3,5,5,3,3,3,4,3,3,3,3,5,3,3,3,5
391,7,7,2,6,6,4,6,6,6,5,2,1,1,1,2,2,1,1,1,1,1,1,2,2,6,5,2,2,2,4,3,2,3,2,4,2,2,4,5
392,5,4,4,5,4,6,5,4,4,5,1,1,1,1,2,1,1,1,1,1,1,1,3,3,5,4,5,5,3,3,3,3,3,2,5,2,3,2,3
393,5,3,3,4,5,3,4,5,4,5,2,2,2,2,2,4,1,2,2,1,1,1,4,5,3,6,3,6,5,6,3,5,5,4,5,5,4,5,6
394,7,6,3,5,5,6,5,5,5,3,2,2,1,1,2,2,1,1,2,1,1,1,2,4,2,3,4,4,5,3,5,3,4,4,4,5,4,3,6
395,2,2,5,5,5,5,4,5,5,6,2,1,2,1,1,1,2,1,1,1,1,1,2,2,5,3,2,2,2,2,2,3,3,3,4,2,3,3,5
396,3,2,2,4,3,2,4,4,3,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,1,1,2,2,3,1,1,1,1,1,1,1,4
397,3,5,3,5,5,4,5,5,5,5,1,1,1,1,2,1,1,1,1,1,1,1,2,3,6,2,3,3,2,2,2,2,2,5,2,2,2,2,2
398,6,5,4,5,5,3,4,4,4,2,2,4,1,1,1,1,1,1,1,1,1,1,4,4,6,6,2,5,7,7,3,3,6,3,4,6,4,4,6
399,5,3,2,5,6,6,6,3,2,6,2,2,2,2,2,1,2,2,2,2,2,2,3,3,2,3,2,4,2,2,2,3,2,2,3,3,3,2,4
400,4,5,5,3,5,5,6,4,3,3,2,2,2,2,2,4,1,2,1,1,1,1,1,1,3,3,2,2,2,5,2,2,2,2,2,2,2,2,5
401,6,6,2,6,6,5,6,4,4,4,1,1,1,2,2,1,1,2,1,1,1,1,2,5,7,4,3,2,2,2,4,2,3,2,1,1,2,1,3
402,1,1,1,2,4,3,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,2,1,1,1,2
403,7,6,5,6,7,4,6,7,7,5,2,2,1,1,3,2,1,1,2,2,1,2,3,5,3,4,1,5,5,6,2,2,3,2,1,3,2,3,6
404,6,3,5,7,6,6,6,6,6,6,1,1,2,2,2,1,1,2,1,1,1,1,1,1,6,3,2,1,2,3,3,2,1,2,3,2,2,1,5
405,6,5,3,5,5,3,3,5,6,5,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,4,3,3,2,4
406,7,7,6,7,7,7,7,6,7,7,5,5,2,2,4,5,1,2,5,1,2,1,6,2,5,6,6,6,5,5,2,4,5,6,4,5,3,6,5
407,5,5,3,6,5,3,3,3,3,4,2,2,2,2,2,3,1,2,2,1,2,2,1,1,1,2,1,2,2,2,2,2,1,2,2,2,3,1,2
408,4,7,4,4,7,5,7,4,3,4,2,3,1,1,2,1,1,1,1,1,1,1,1,1,5,4,1,1,2,4,3,2,2,2,2,2,2,2,4
409,2,2,2,4,2,2,2,2,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,2,2,2,2,2,1,2,2,2,4,2
410,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,3,3,4,3,3,4,3,5,2,3,2,2,3,3,4,3,3,3,4,3,3,3,5
411,5,2,2,5,5,3,5,6,6,5,2,2,1,1,2,2,1,1,2,1,1,1,1,1,6,2,3,3,2,2,2,3,2,2,2,2,2,2,3
412,6,4,4,5,5,2,5,4,4,5,4,3,1,2,2,1,2,2,2,1,2,2,4,5,7,4,4,5,5,5,7,4,4,5,6,4,6,4,4
413,4,5,3,5,5,5,5,5,5,5,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,2,6,2,3,2,2,2,2,2,2,2,2,3
414,6,4,5,6,6,6,6,5,4,5,2,1,1,1,2,1,1,1,1,1,1,1,2,2,3,3,3,2,3,3,2,2,2,2,2,2,2,2,3
415,4,5,5,5,4,3,4,4,3,4,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2
416,7,6,4,6,7,7,7,7,7,5,4,3,4,4,4,2,3,3,3,2,2,2,6,6,1,7,2,5,7,4,1,6,7,1,4,7,6,6,7
417,3,2,2,3,3,3,3,4,4,3,2,1,1,1,2,2,1,1,1,1,1,1,2,3,2,2,2,2,2,3,2,2,3,2,2,2,3,2,4
418,1,1,2,6,5,6,6,3,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2
419,7,7,5,7,7,5,6,7,5,3,2,2,1,2,3,2,1,2,1,1,1,2,3,6,2,4,1,5,5,5,2,2,3,3,2,5,4,4,5
420,4,5,3,4,5,2,4,2,4,2,2,2,1,1,1,1,1,1,1,1,1,1,2,3,3,4,4,3,3,3,3,2,2,2,4,2,3,2,3
421,7,2,2,5,5,2,4,6,3,6,2,2,1,1,2,2,1,1,1,1,1,1,5,5,6,6,2,6,6,6,2,3,5,2,2,3,5,2,6
422,7,7,7,7,7,7,7,7,7,5,3,3,2,2,2,2,2,2,2,2,2,2,3,2,1,3,1,4,4,4,4,3,3,2,4,3,4,3,5
423,3,3,2,4,5,5,5,2,4,2,3,3,1,1,2,4,1,1,3,1,1,1,2,2,4,5,2,5,5,6,3,3,4,5,5,4,3,5,6
424,6,6,3,6,6,6,6,7,7,6,2,2,1,1,2,1,1,1,1,1,1,1,2,2,5,3,2,2,2,2,3,2,2,2,2,2,2,2,2
425,3,5,4,5,5,5,4,3,5,3,2,1,1,1,1,1,1,1,1,1,1,1,3,6,5,4,2,5,4,3,4,3,4,4,4,5,4,3,5
426,4,5,5,4,5,3,5,4,4,4,2,2,1,1,3,1,1,4,1,3,1,4,2,3,3,5,5,3,3,4,3,4,4,5,3,3,3,5,4
427,6,6,5,7,7,7,7,7,7,3,2,1,1,1,2,1,1,1,1,1,1,1,3,3,7,5,5,3,3,5,3,3,3,3,2,3,3,2,5
428,3,3,2,5,5,2,3,4,6,5,1,1,1,1,2,2,1,1,1,1,2,1,2,2,2,5,3,2,3,2,3,2,2,2,3,2,2,2,6
429,6,6,5,6,6,4,5,5,6,6,2,2,1,2,2,1,1,1,1,1,1,1,2,2,5,5,3,2,3,2,2,2,2,2,4,2,2,2,3
430,7,7,5,6,7,6,7,5,6,5,2,1,2,1,4,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2,1,1,2,1,1,2,1,2
431,5,6,1,5,7,6,6,6,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,6,4,2,1,3,3,4,4,3,3,2,2,2,2,4
432,5,5,5,4,5,3,4,5,4,5,2,2,1,1,2,1,1,1,2,1,1,1,2,3,5,3,2,2,3,5,2,2,4,4,2,2,2,3,4
433,4,6,4,4,7,4,6,3,4,1,2,1,1,1,2,1,1,2,1,1,1,2,3,5,5,4,3,4,4,3,3,3,4,2,3,3,3,3,4
434,6,6,3,7,7,6,6,6,7,6,2,3,1,2,2,1,1,1,1,1,2,1,1,2,6,2,1,1,1,2,1,1,1,1,1,1,1,1,1
435,5,5,1,5,5,3,5,4,6,2,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,3,2,1,1,1,2,1,2,1,2,1,1,1,3
436,5,3,2,4,6,3,3,5,4,4,3,3,3,2,2,1,1,1,2,2,2,2,3,5,5,5,3,5,4,5,3,3,3,3,1,4,3,3,5
437,5,7,5,6,5,5,5,3,3,2,1,2,1,1,2,1,1,1,2,1,1,1,2,3,2,3,3,2,2,3,2,2,2,2,2,2,2,2,3
438,7,7,4,7,6,4,7,3,5,5,2,2,1,1,1,2,1,1,1,1,1,1,2,1,5,4,2,2,2,5,3,4,5,3,3,2,4,5,6
439,6,7,4,6,5,6,5,4,5,5,3,2,1,2,4,1,1,1,1,2,1,1,2,7,7,1,7,7,7,7,6,4,6,5,2,5,3,5,7
440,6,6,4,6,6,1,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,5,2,2,1,2,2,3,2,2,2,4,2,2,2,3
441,5,6,5,6,6,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,2,2,6,3,2,2,2,2,2,2,2,2,2,2,2,1,2
442,7,6,5,5,6,5,6,5,5,5,2,2,1,1,2,1,1,1,1,1,1,1,2,2,6,4,2,2,3,3,2,2,4,4,5,4,3,4,6
443,6,4,3,6,5,1,3,4,5,2,2,1,1,1,2,1,1,1,1,1,1,1,2,5,4,4,1,5,3,5,2,2,2,2,1,2,2,2,5
444,6,5,3,5,6,2,5,7,6,6,3,3,3,2,2,3,3,2,3,2,3,2,6,6,6,6,5,7,6,6,2,6,6,6,2,7,5,6,7
445,7,3,2,5,6,3,6,5,6,5,2,2,2,2,3,3,1,2,2,1,2,1,3,3,3,6,5,3,5,5,3,3,4,3,4,3,5,5,6
446,1,1,2,2,2,2,2,4,5,2,1,1,1,1,2,1,1,1,1,1,1,1,2,4,5,5,2,2,3,5,2,2,3,1,2,2,2,2,6
447,4,2,4,5,4,3,5,4,3,3,2,1,1,1,2,1,1,1,1,1,1,1,3,4,6,4,3,3,2,5,3,1,2,3,4,2,4,3,4
448,3,5,5,5,5,5,5,4,4,6,3,3,1,1,2,3,1,1,2,2,1,2,2,2,4,5,2,3,3,3,3,2,2,2,3,3,3,2,4
449,6,6,6,6,7,3,7,4,3,5,4,4,3,3,5,5,1,2,4,4,4,2,4,5,6,2,6,6,4,3,4,3,3,5,4,4,3,6,4
450,2,2,2,5,5,2,5,6,5,5,2,2,2,2,2,2,1,2,1,1,2,2,1,2,3,2,1,1,2,1,2,2,2,2,2,2,2,2,4
451,7,5,4,6,7,5,6,5,6,4,3,4,2,4,4,4,1,4,1,4,2,1,1,2,6,2,5,1,1,1,1,1,2,2,2,2,2,2,3
452,7,6,2,3,4,6,6,6,6,3,2,2,1,1,2,1,1,1,1,1,1,1,2,2,5,5,5,4,3,5,4,2,2,5,3,3,3,4,6
453,2,6,1,2,5,2,2,2,4,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,3,4,2,1,2,2,2,1,1,1,2,1,2,1,3
454,4,4,3,5,6,6,6,6,6,6,2,2,1,1,2,1,1,1,2,1,1,1,3,5,5,5,4,5,4,5,4,4,4,4,3,3,4,3,5
455,6,5,6,5,5,7,6,6,6,5,3,2,1,2,2,1,1,2,1,1,1,1,5,6,2,5,4,5,5,5,2,3,5,1,2,3,3,3,3
456,6,7,5,7,7,7,7,7,4,4,1,2,1,1,1,1,1,1,1,1,1,1,2,2,5,4,3,2,2,4,4,1,2,4,2,2,4,4,4
457,5,6,4,5,6,5,5,5,5,6,3,2,1,2,2,5,1,1,1,2,1,1,3,5,5,2,5,2,5,2,2,2,6,5,2,4,2,5,5
458,6,6,4,4,5,6,6,5,6,5,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,5,2,1,2,2,2,2,2,2,4,2,2,2,3
459,6,5,5,3,6,5,6,2,7,5,4,2,1,1,4,5,2,1,4,1,1,1,3,4,6,6,6,5,4,3,4,2,4,7,2,4,2,6,3
460,5,6,6,5,5,6,6,6,5,6,2,2,1,1,1,2,1,1,2,1,1,1,2,5,6,4,4,3,4,4,3,2,4,4,4,3,4,4,4
461,3,5,1,3,3,2,2,4,4,2,1,1,1,1,2,1,1,1,1,2,2,1,2,2,4,3,3,2,2,3,2,2,2,3,4,2,2,2,2
462,6,6,2,4,3,5,6,4,6,4,1,1,1,1,2,1,1,1,1,1,1,1,2,2,5,3,2,2,2,4,4,2,2,3,1,1,1,2,4
463,6,5,2,2,3,2,3,3,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,1,1,1,3
464,2,2,2,2,2,2,3,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,1,1,2,2
465,6,3,2,2,2,3,3,5,4,5,2,2,2,2,2,2,1,1,2,1,1,1,2,2,3,4,2,3,2,3,2,3,3,3,2,2,3,2,4
466,7,7,3,6,6,5,5,5,5,4,5,5,4,3,4,5,4,4,5,3,4,1,4,5,7,4,5,5,5,6,3,2,5,6,2,4,3,4,6
467,7,7,5,3,7,7,7,6,6,4,2,2,1,1,3,1,1,1,1,1,1,1,3,5,5,5,4,5,3,6,3,3,3,3,2,3,2,4,6
468,4,5,3,4,5,3,5,3,5,3,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,3,2,1,2,1,1,1,1,2,2,1,2,2,2
469,3,3,5,3,3,5,4,5,3,3,1,2,3,2,2,2,1,1,1,2,2,2,2,2,5,3,2,2,2,5,4,2,2,3,2,2,2,2,2
470,4,3,4,5,5,3,4,5,4,5,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,1,2,3,2,1,2,2,2,2,3,2,3
471,5,6,4,6,6,5,5,6,5,5,3,3,1,1,1,2,1,1,1,2,1,1,4,3,4,6,2,5,6,6,3,3,6,3,2,5,4,5,6
472,7,6,5,7,7,6,6,2,5,5,1,2,2,1,2,3,1,1,2,1,1,2,2,2,2,2,1,3,2,2,1,2,2,2,2,2,2,2,2
473,5,5,2,4,6,6,6,4,6,4,1,2,1,1,3,1,1,1,2,1,2,1,1,2,6,4,1,5,2,4,5,2,2,1,3,2,1,1,7
474,6,5,3,3,6,6,5,4,4,2,1,1,1,2,2,1,1,1,1,1,1,1,3,5,6,4,3,5,4,4,3,3,3,3,3,3,3,3,4
475,3,3,4,3,4,5,5,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,1,1,2,1,1,1,1,2,1,1,1,2
476,7,6,6,7,7,4,7,6,4,6,3,3,1,1,3,1,1,1,1,1,1,1,3,5,2,3,1,4,3,3,4,3,3,2,4,3,3,2,3
477,5,5,1,5,7,6,6,4,3,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,7,4,5,1,2,3,3,2,2,3,1,2,2,4,5
478,7,7,3,7,7,7,7,7,7,7,2,3,1,1,2,1,1,2,1,1,2,2,6,6,7,4,5,7,6,6,6,4,5,7,7,6,6,3,7
479,4,2,2,5,5,2,4,5,6,4,1,2,1,1,2,1,1,1,1,1,1,1,2,1,4,4,2,2,2,3,3,2,2,4,4,2,4,4,4
480,7,3,4,6,6,5,5,4,4,4,2,1,1,1,2,1,1,1,1,1,1,1,2,2,2,5,2,2,3,3,3,3,3,3,2,2,2,4,5
481,6,2,6,5,6,5,6,4,4,2,2,3,1,1,2,1,1,1,1,1,1,1,2,5,6,5,3,5,6,5,3,3,5,3,6,5,3,4,5
482,3,4,2,4,2,1,2,4,4,5,2,2,1,1,2,1,1,1,1,1,1,1,2,2,4,4,2,1,4,6,2,2,2,3,4,2,3,2,4
483,6,6,6,5,6,6,6,4,3,6,2,4,1,2,2,1,1,1,1,1,1,2,2,5,7,4,5,5,4,4,4,2,3,3,2,2,2,2,3
484,6,5,3,2,6,3,6,4,4,2,3,4,2,3,2,4,2,2,3,2,2,1,3,6,1,5,5,6,6,6,2,2,2,2,3,6,2,2,6
485,6,3,1,3,6,2,3,2,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
486,6,5,4,5,4,5,3,5,5,5,3,3,1,1,2,1,1,1,1,1,1,1,4,6,5,5,4,4,5,4,5,4,4,4,5,5,4,4,5
487,3,2,3,2,5,1,3,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,2,2,5,3,5,3,3,2,3,2,3,1,1,2,2,2,3
488,3,6,3,5,5,5,5,6,4,4,2,2,1,1,2,1,1,1,1,1,1,1,1,2,6,3,5,3,1,2,3,2,2,2,3,2,2,2,4
489,5,3,3,5,5,1,5,6,5,3,2,2,2,1,2,1,1,1,1,1,1,1,1,1,5,4,5,2,3,4,3,1,2,5,4,1,1,3,4
490,1,2,2,6,5,2,3,4,4,4,2,2,1,1,4,1,1,1,1,1,1,1,2,2,6,5,3,2,2,4,3,2,1,2,3,2,2,2,5
491,3,4,3,6,6,5,5,6,4,5,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,3,1,1,2,2,2,2,2,2,2,2,2,2,5
492,1,3,5,6,6,2,7,5,5,2,3,4,2,3,4,5,1,2,3,2,1,2,6,1,6,6,5,7,7,7,6,6,7,6,1,6,7,7,7
