CaseID,SCQ_1,SCQ_2,SCQ_3,SCQ_4,SCQ_5,SCQ_6,SCQ_7,SCQ_8,SCQ_9,SCQ_10,WIS_1,WIS_2,WIS_3,WIS_4,WIS_5,WIS_6,WIS_7,WIS_8,WIS_9,WIS_10,WIS_11,WIS_12,FIT_1,FIT_2,FIT_3,FIT_4,FIT_5,FIT_6,FIT_7,FIT_8,FIT_9,FIT_10,FIT_11,FIT_12,FIT_13,FIT_14,FIT_15,FIT_16,FIT_17
835,6,3,5,6,6,2,5,6,3,5,1,1,1,2,2,1,1,1,2,1,1,1,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,3
836,6,5,5,5,5,6,6,5,4,4,2,1,1,1,2,1,1,1,1,1,1,1,1,1,5,3,2,1,1,3,2,1,1,1,2,1,1,1,3
837,5,7,6,7,7,7,7,4,5,4,2,1,1,1,2,1,1,1,1,1,1,2,3,5,5,3,4,2,2,2,2,2,3,2,3,3,3,2,2
838,7,7,1,7,7,4,5,5,5,4,3,3,2,2,3,3,1,1,2,2,2,1,2,2,3,4,2,2,3,3,2,3,3,2,5,3,3,2,3
839,5,5,5,6,5,3,5,5,3,6,2,3,2,1,2,1,1,1,1,1,1,1,3,2,4,4,2,4,3,3,2,3,2,3,3,3,3,4,5
840,5,6,2,6,6,2,5,4,4,4,3,2,1,1,1,1,1,1,1,1,1,1,2,1,5,3,2,1,2,3,2,1,1,1,2,2,3,3,3
841,3,2,2,5,3,3,3,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1,2
842,5,6,5,5,6,5,6,6,5,4,3,3,3,3,4,2,1,2,2,1,1,2,3,3,6,6,3,5,5,5,6,3,5,5,6,5,5,3,6
843,5,5,2,5,6,6,6,6,6,6,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,3,2,5,3,3,3,3,3,3,2,3,3,3,3
844,3,3,3,4,4,3,4,4,5,4,3,3,2,1,2,2,1,2,2,2,1,1,7,7,2,4,4,7,7,6,3,3,7,6,2,7,6,5,6
845,3,4,6,6,6,7,5,6,4,6,4,4,1,1,2,2,1,1,2,4,2,1,3,5,5,3,5,5,5,5,3,5,5,3,2,3,3,2,6
846,3,2,4,6,5,2,4,5,5,5,2,2,1,1,2,1,1,1,1,1,1,1,2,2,4,4,2,2,2,3,2,2,2,2,2,2,2,2,3
847,5,5,2,3,6,2,5,5,4,5,1,1,1,1,2,2,1,1,1,1,2,1,2,2,2,3,2,1,2,3,2,2,2,2,2,2,2,2,4
848,5,3,5,7,5,3,5,6,7,7,2,1,1,1,3,3,1,2,2,1,1,1,2,3,4,4,3,2,2,2,6,3,3,3,4,3,5,4,4
849,5,6,3,7,6,5,7,5,5,5,2,2,1,1,2,2,1,1,1,1,1,1,2,5,2,1,1,4,2,2,2,3,1,1,2,2,2,1,2
850,1,6,4,5,6,6,7,5,5,5,2,2,2,2,2,2,2,2,2,1,2,1,3,3,4,3,3,3,3,5,3,3,3,3,4,3,3,2,4
851,6,6,6,5,6,6,6,6,6,5,2,1,1,1,1,1,1,1,1,1,1,1,3,5,6,3,5,5,3,5,4,2,3,2,3,3,2,3,4
852,7,7,6,6,6,7,7,7,6,6,3,3,3,3,3,2,2,2,2,1,2,1,2,3,6,2,6,3,2,2,2,2,4,3,4,5,2,2,3
853,6,2,6,4,4,2,2,6,6,6,1,2,1,2,2,2,1,2,2,2,2,1,2,2,6,2,2,5,2,2,2,2,2,2,2,2,2,2,2
854,6,7,6,5,4,3,5,5,5,3,1,2,1,1,3,1,1,1,1,1,1,1,2,2,2,3,1,2,2,2,2,2,2,1,3,2,2,2,2
855,2,3,4,7,5,3,5,7,5,5,4,4,1,1,2,1,1,1,1,1,1,1,2,7,6,3,6,4,5,6,3,1,2,5,6,3,3,1,7
856,6,7,4,5,7,6,6,6,6,2,2,3,1,2,2,1,1,1,1,2,1,1,5,5,4,6,5,4,4,5,6,2,4,5,6,4,2,5,5
857,1,1,2,4,4,1,1,4,4,4,3,4,1,1,1,1,1,1,1,1,1,1,4,7,2,4,2,5,7,6,2,4,6,4,4,5,4,4,6
858,2,6,3,6,5,2,6,5,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,5,2,1,1,1,5,1,1,1,6
859,2,3,4,3,3,2,2,3,4,3,2,2,1,1,1,1,1,1,1,1,1,1,1,2,4,2,2,1,1,2,3,1,1,2,3,2,2,1,3
860,3,2,5,5,6,6,3,6,5,5,2,2,2,2,3,1,1,1,2,1,1,1,2,5,3,4,3,5,3,5,3,2,3,2,4,2,2,2,6
861,4,3,2,3,4,5,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,4,4
862,6,7,4,6,6,5,7,1,6,6,2,2,1,1,2,1,1,1,2,1,1,1,2,3,6,5,2,5,4,5,4,5,3,4,4,4,2,4,2
863,2,2,2,2,2,2,4,4,4,2,2,2,2,1,2,3,2,1,1,1,2,2,2,5,7,3,3,4,2,2,2,2,3,3,3,3,4,3,3
864,5,3,4,4,5,5,5,5,6,5,3,4,4,4,4,3,4,3,1,2,4,1,2,2,5,4,1,3,3,4,2,2,4,2,4,3,3,4,6
865,6,6,5,6,6,5,5,6,6,6,3,3,1,2,2,2,1,2,2,1,1,2,3,6,7,4,4,6,5,4,4,3,3,3,3,4,4,5,4
866,7,7,5,6,7,6,6,7,6,7,2,1,1,2,4,5,1,2,5,2,1,1,3,5,7,6,3,2,3,3,4,2,2,3,4,2,3,5,3
867,7,7,7,6,6,1,6,4,3,5,3,1,1,1,3,2,1,1,1,1,1,1,2,2,7,4,2,2,2,2,2,2,2,2,6,2,2,2,6
868,5,7,5,7,5,6,6,2,2,6,2,2,1,1,2,1,1,1,2,2,1,1,2,2,2,4,2,3,2,2,2,2,3,1,4,2,3,1,3
869,6,5,4,7,7,6,7,7,5,6,3,2,1,3,3,1,1,1,2,1,2,2,2,1,2,6,2,3,3,6,3,2,2,2,4,2,5,2,7
870,5,2,2,6,6,2,4,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,6,4,4,5,4,3,3,4,2,2,4,3,4,6
871,6,6,3,5,5,5,4,5,6,5,1,1,1,1,1,1,1,1,1,1,1,1,2,3,6,2,2,1,2,2,2,1,2,2,1,2,1,1,1
872,2,2,2,5,3,2,3,6,5,5,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,2,1,1,2,1,1,1,2,2
873,2,2,3,2,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,5,2,2,1,1,1,1,1,1,5
874,6,5,5,7,7,4,7,6,6,5,2,2,2,1,3,2,1,1,1,1,1,1,2,2,4,3,2,2,2,2,2,2,2,2,2,2,2,1,2
875,5,6,2,5,3,6,6,6,3,4,1,2,2,1,1,2,1,1,1,1,1,1,3,2,4,4,2,2,2,2,6,2,2,2,2,2,2,1,4
876,7,7,6,6,6,6,6,6,6,5,2,1,1,1,3,1,1,1,1,1,1,2,2,3,5,2,2,2,2,2,2,2,2,2,2,6,2,2,2
877,2,7,1,4,4,2,3,4,3,2,2,1,1,1,2,1,1,1,1,1,1,1,2,4,7,4,1,3,3,3,2,2,3,2,1,3,3,1,4
878,5,6,3,3,5,5,3,6,3,5,2,1,1,1,2,2,1,1,1,1,1,1,2,2,2,6,2,2,2,2,3,2,2,1,2,2,2,1,3
879,1,4,5,4,7,4,7,7,4,7,3,3,1,1,2,2,1,1,3,2,2,1,3,5,1,7,2,4,4,2,3,2,3,3,4,3,3,3,5
880,6,2,5,2,3,2,2,6,1,2,2,2,1,1,1,1,1,1,2,1,1,1,1,2,6,4,5,3,2,6,2,2,2,3,5,3,4,2,6
881,6,6,4,4,5,6,4,4,6,4,2,2,1,1,2,1,2,1,2,1,1,1,2,2,1,3,1,2,2,3,2,2,3,3,1,3,2,2,5
882,6,6,2,6,5,1,5,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,2,1,2,2,1,1,1,1,1,4,1,1,1,1
883,5,7,2,5,3,1,3,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,4,2,1,2,4,2,2,3,2,2,2,2,2,4
884,2,2,3,4,4,5,4,4,4,4,2,2,2,2,2,2,1,1,1,1,1,1,3,4,5,3,5,5,3,4,3,4,3,3,4,4,4,4,4
885,3,2,6,6,6,1,6,4,4,5,4,1,1,1,1,1,1,1,1,1,1,1,4,6,2,4,1,4,4,3,3,2,4,1,4,4,4,2,4
886,2,2,2,2,2,2,2,2,3,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2
887,3,5,3,3,5,3,5,3,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,2,1,2,2,2,2,2,2,2,2,2,2,2
888,5,5,5,5,5,5,5,6,5,5,2,2,1,2,2,1,1,1,2,1,1,1,1,2,4,3,4,3,2,2,2,2,2,2,3,2,2,2,2
889,2,6,5,5,5,4,5,4,4,4,2,2,1,1,3,1,1,1,1,1,1,1,2,2,4,3,2,2,3,3,3,3,3,3,3,3,3,2,4
890,5,6,2,4,5,4,5,4,4,4,3,1,1,1,3,1,1,1,3,1,1,2,3,2,3,4,2,3,2,4,3,2,2,3,2,2,2,4,4
891,7,6,3,5,5,5,5,5,4,4,2,2,2,1,2,1,1,1,2,1,1,1,2,2,6,2,2,3,3,3,2,2,2,3,5,3,3,3,3
892,2,2,2,3,3,2,3,3,4,2,2,1,1,1,2,1,1,1,1,1,1,1,2,2,1,5,1,1,2,5,2,2,2,2,2,2,2,2,6
893,3,2,2,3,4,3,3,5,6,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,3,1,2,3,3,2,1,3,2,2,2,4,3
894,7,7,3,5,7,6,7,4,6,3,2,2,1,1,3,1,1,1,2,1,1,1,2,2,6,2,2,5,2,2,5,2,2,2,3,2,2,2,3
895,5,5,6,6,7,1,5,7,6,7,1,2,1,1,3,1,1,1,3,1,1,1,1,1,5,3,3,1,1,1,2,1,1,2,5,1,1,1,3
896,1,1,6,4,3,6,4,6,2,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2
897,7,7,5,7,7,4,6,6,5,5,1,2,2,2,2,1,1,1,2,1,1,1,1,1,1,5,1,1,1,5,2,2,2,2,3,2,2,4,6
898,2,2,5,4,7,6,6,4,5,5,2,2,2,2,2,2,1,1,2,1,1,1,2,2,6,2,2,2,2,3,3,2,2,1,2,2,3,2,2
899,5,2,1,2,3,1,3,3,4,2,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
900,7,6,4,6,6,4,6,4,7,4,2,2,1,1,2,1,1,1,1,1,1,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,3
901,6,7,6,5,7,4,5,6,3,5,3,3,1,1,2,1,1,1,3,1,1,1,2,2,6,4,5,2,2,4,3,2,2,3,4,2,2,2,4
902,2,2,2,4,2,2,2,4,3,4,2,1,2,2,1,1,2,2,1,1,2,1,1,1,2,2,2,2,2,3,3,2,2,2,1,2,2,2,3
903,6,6,5,5,6,5,6,6,6,5,1,1,1,1,1,1,2,1,1,1,1,1,2,1,5,2,2,2,2,2,2,2,2,2,3,2,2,2,2
904,4,3,5,5,5,5,5,5,4,4,2,2,1,1,2,2,1,1,1,1,1,1,2,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,3
905,5,5,3,3,4,4,5,4,6,5,2,2,2,2,2,1,1,1,2,1,1,1,2,3,4,4,3,2,3,3,3,2,2,2,3,6,3,2,4
906,5,5,5,5,2,4,5,4,3,5,2,1,1,1,2,2,1,1,1,1,1,1,2,2,5,4,3,2,3,3,4,3,3,4,2,2,3,3,4
907,5,4,5,5,5,5,5,7,7,5,3,3,3,3,3,4,2,2,1,1,2,1,3,3,2,5,2,2,4,5,3,4,4,3,3,4,4,4,4
908,4,5,5,5,5,5,5,5,6,5,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,5,2,2,2,2,2,2,2,2,1,3,2,1,3
909,1,1,1,4,4,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3
910,5,5,5,5,5,2,5,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,3,1,1,3,3,2,2,3,2,5,2,2,2,3
911,6,6,6,6,6,6,6,5,4,5,2,1,1,1,2,1,1,1,1,1,1,1,1,1,6,2,1,1,2,2,2,2,2,2,2,2,2,2,2
912,6,5,5,5,6,3,6,4,5,5,3,3,1,2,2,1,1,1,1,1,1,1,3,3,6,3,3,3,3,3,3,3,2,2,3,2,2,2,3
913,2,2,4,4,4,2,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,7,2,2,1,1,4,4,1,1,1,2,1,1,4,6
914,5,3,3,5,5,6,4,5,5,4,2,2,1,1,2,1,1,1,1,1,1,1,2,2,4,3,1,1,2,3,2,2,2,2,2,2,2,2,3
915,5,3,5,6,6,6,6,2,6,6,3,2,1,2,3,1,1,1,2,2,1,1,3,5,6,4,6,5,3,6,2,3,3,2,3,3,3,3,6
916,6,6,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1
917,7,7,1,3,2,2,2,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,5,2,3,5,2,1,1,2,1,2,2,2,3
918,3,3,4,4,4,4,4,5,4,4,3,3,1,2,3,1,1,1,1,1,1,1,2,3,6,3,5,4,3,4,3,3,4,4,2,3,3,3,4
919,5,6,5,5,7,5,7,5,6,5,2,2,1,1,2,1,1,1,1,1,1,1,2,2,2,4,2,2,2,3,2,2,3,2,2,2,2,2,4
920,7,7,7,6,6,7,6,6,6,6,3,2,1,1,4,5,1,1,4,1,1,1,6,7,6,4,5,6,6,6,2,3,6,2,3,6,3,3,6
921,3,1,5,5,5,1,3,6,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,4,4,1,1,3,2,1,1,1,1,1,1,1,3
922,6,6,6,6,6,6,6,6,6,7,5,5,1,1,4,1,1,1,1,1,1,1,3,6,6,3,2,6,5,4,2,1,2,2,7,4,2,4,3
923,5,5,5,5,5,4,5,6,5,5,2,2,1,1,2,1,1,2,2,1,1,1,2,2,2,3,2,2,2,3,4,3,3,2,4,2,3,3,3
924,1,2,1,1,2,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,1,1,1,2,2,2,2,1,1,1,1,2,2
925,4,5,4,3,5,5,3,4,5,4,2,1,1,1,2,1,1,1,1,1,1,2,2,5,5,2,5,2,3,2,3,2,3,1,4,3,2,2,4
926,5,6,4,3,3,5,5,6,4,4,2,2,1,1,3,2,1,1,1,1,1,1,2,5,7,5,5,6,5,6,4,4,6,5,4,5,4,4,7
927,6,3,5,5,5,3,5,5,4,4,2,3,1,2,2,1,2,1,1,1,2,1,2,4,6,6,2,2,2,6,3,2,3,3,2,2,2,2,6
928,6,5,5,5,4,5,4,4,6,5,2,2,1,1,2,1,1,1,2,1,1,1,2,5,5,4,3,3,3,4,3,3,4,4,4,4,4,4,4
929,5,5,2,2,3,2,3,2,5,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,5,4,2,3,2,2,3,2,2,2,2,2,2,2,3
930,5,5,4,4,5,6,5,3,5,4,2,2,1,1,2,1,1,1,1,1,1,1,2,2,5,3,2,1,2,3,3,2,3,3,2,2,2,2,3
931,1,1,6,6,6,5,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,2,2,6,3,5,2,2,2,2,2,2,2,2,2,2,2,2
932,2,3,2,2,5,3,5,2,4,3,2,1,1,1,2,1,1,1,2,1,1,1,2,2,7,2,3,1,2,2,3,3,2,3,3,1,2,1,2
933,6,5,2,5,6,3,4,6,5,5,3,3,3,3,2,2,2,2,2,2,2,2,5,5,4,4,3,5,5,5,3,3,3,2,5,5,3,3,3
934,7,6,1,5,3,5,4,5,7,4,3,3,2,2,4,2,2,2,2,2,2,2,4,4,3,6,5,6,4,2,2,3,2,2,5,4,3,2,3
935,7,6,4,3,5,6,5,4,3,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,1,3,2,1,1,2,2,1,1,1,2
936,5,5,2,5,4,3,4,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,5,3,4,2,3,2,2,2,2,2,3,3,2,5
937,6,7,3,6,7,5,5,4,5,5,2,2,1,1,2,1,2,1,1,1,1,1,3,5,7,5,3,5,3,5,2,2,3,2,4,3,2,2,5
938,6,6,2,4,5,2,4,5,4,3,2,2,1,1,2,1,1,1,1,1,1,1,1,1,7,2,2,1,2,2,1,1,1,1,5,2,2,2,3
939,3,6,5,2,6,6,7,5,5,3,2,2,1,1,2,1,1,1,1,1,1,1,2,2,5,1,6,2,2,2,2,2,2,2,2,2,2,2,3
940,3,2,3,5,6,6,6,5,6,4,1,1,1,1,1,2,1,1,2,1,1,1,2,3,6,4,3,1,2,3,3,2,2,2,2,2,2,2,3
941,5,3,2,3,5,2,3,5,5,5,1,1,1,1,2,1,1,1,1,1,1,1,5,5,2,7,1,5,7,7,2,4,7,2,5,6,2,7,7
942,6,6,5,4,5,6,6,4,5,4,2,1,1,1,2,2,1,1,1,1,1,1,1,1,5,3,3,2,2,2,2,2,3,2,4,2,2,2,3
943,4,6,5,4,4,5,5,4,4,3,2,2,1,1,2,1,1,1,2,1,1,1,2,3,4,3,3,2,2,2,2,2,2,2,4,2,2,2,2
944,1,7,6,6,7,6,6,5,5,5,2,2,2,2,3,2,1,2,2,1,1,1,2,5,3,3,7,5,3,4,3,3,3,3,6,3,3,4,4
945,4,2,1,4,4,4,6,5,5,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,4,4
946,2,2,2,6,6,3,6,4,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,2,2,2,2,2,2,2,2,4,2,2,2,2
947,6,5,3,7,7,5,6,5,5,5,2,2,1,1,2,1,1,1,2,1,1,1,2,1,3,4,1,2,2,4,7,5,3,3,5,3,4,4,6
948,6,6,6,7,7,6,7,5,3,4,2,2,1,1,3,3,1,1,3,2,1,1,5,5,5,5,4,4,5,6,4,3,4,6,6,5,5,5,5
949,5,3,1,4,5,3,5,5,5,3,2,2,1,1,2,1,1,1,1,1,1,1,2,2,5,3,2,1,2,2,3,1,2,2,2,1,2,1,4
950,4,5,4,6,5,2,4,5,5,3,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
951,4,4,2,3,3,3,3,4,3,3,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,4,2,2,2,2,2,2,2,2,1,2,1,1,2
952,6,6,4,6,6,5,5,5,4,5,2,1,1,1,1,2,1,1,2,1,2,1,4,3,6,5,5,4,4,4,2,4,4,4,3,3,3,4,5
953,6,6,4,5,5,5,5,5,5,5,2,2,1,1,3,1,1,1,1,1,1,1,3,5,3,5,3,3,5,5,3,3,3,3,2,3,3,4,6
954,6,7,6,6,7,6,5,6,7,6,2,3,2,2,3,5,2,2,2,1,2,2,3,6,5,7,3,5,6,6,4,3,5,2,3,5,2,2,7
955,1,6,3,6,7,2,7,6,5,6,2,2,1,1,1,4,1,1,1,1,1,1,5,7,6,5,5,7,7,1,2,2,7,2,2,2,2,2,2
956,7,7,5,3,5,6,6,5,5,5,2,2,2,2,3,1,1,2,2,1,2,2,3,5,5,5,6,5,3,3,3,3,3,3,3,3,3,3,5
957,2,1,1,4,3,1,2,4,4,4,1,1,1,1,2,1,1,1,1,1,1,1,1,1,5,3,3,1,2,3,2,1,1,1,1,1,1,2,3
958,7,7,6,6,7,5,7,6,6,5,3,2,2,2,3,5,1,2,2,2,1,1,2,3,7,4,5,5,3,3,4,4,2,3,7,3,3,3,3
959,3,3,2,3,4,4,3,5,3,3,2,2,1,1,2,1,1,1,1,1,1,1,2,4,4,4,2,2,2,2,3,2,2,2,2,2,2,2,2
960,2,2,2,2,3,3,2,4,5,4,2,1,1,1,2,1,1,1,1,1,1,1,1,2,5,2,3,1,1,1,2,2,1,1,2,1,1,1,3
961,7,7,1,7,7,7,7,1,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1
962,6,5,5,5,6,5,6,4,4,4,3,3,3,3,3,3,3,2,2,1,2,2,5,5,6,5,5,6,5,6,3,5,6,6,4,5,4,3,6
963,6,6,3,2,6,6,6,2,6,2,1,1,1,1,2,1,1,1,1,1,1,1,3,5,6,4,5,5,4,4,3,3,4,3,4,4,3,4,4
964,7,7,7,7,7,7,7,6,6,5,4,4,4,4,4,1,1,2,3,1,2,1,4,6,4,4,4,6,6,4,3,3,4,2,2,4,3,3,6
965,7,2,6,7,7,1,7,7,7,7,2,2,1,2,2,2,1,1,2,1,1,2,1,1,2,1,5,1,2,2,2,2,2,2,2,2,2,2,4
